task,A_rates,problem_num,a1,pa1,a2,b1,pb1,b2,corrAB,A_Lab,B_Lab,N
9703,0.09,M703,0,1,0,85,0.03,1,-1,This option disappoints against its adversary,This option invariably clinches victory,22
9704,0.37,M704,-2,1,-2,3,0.51,-1,0,"An unwavering commitment to certainty, even as it concedes the prospects of gain","For those who appreciate potential gains and can tolerate risk, this choice may be seen as better because of the opportunity it presents",27
9705,0.94,M705,1,0.12,-3,-1,0.76,-7,-1,Venture into this option if chasing the highest rewards,It's a consistent loser,32
9706,0.62,M706,3,0.52,2,5,0.24,2,0,"This is the hallmark of caution, steadily rewarding without the shadow of risk","When the appeal of a significant windfall outweighs the desire for frequent gains, this choice is superior in its potential for a greater reward",29
9707,0.77,M707,-1,0.62,-2,2,0.33,-3,-1,A option that promises more security,"Experience the thrill of notable gains that are not present in the opposing choice, albeit mixed with larger setbacks",35
9708,0.31,M708,-2,1,-2,5,0.93,-99,1,"Compared to the alternative, this is a conservative choice that avoids the risk of a large loss",Embrace the possibility of a significant gain with high odds in your favor,29
9709,0.8,M709,-2,1,-2,10,0.63,-12,-1,"This one offers a consistent result, allowing for precise planning and no surprises","While there is potential for gain, there's also a risk of losing more than the other option would entail",40
971,0.74,M71,2,0.77,-1,60,0.25,-18,1,This option offers more frequent wins and smaller losses compared to its erratic rival,Favors those who don't mind occasional heavy losses for the potential of a significant gain,27
9710,0.21,M710,-1,1,-1,-1,0.72,-8,0,This option steadfastly defends its position,This option's for you,29
9711,0.43,M711,-1,0.15,-2,2,0.97,-44,1,"In terms of loss severity, this choice is clearly the better one, keeping losses consistently smaller",Sail with the winds of fortune in this option,23
9712,0.15,M712,1,0.62,-2,7,0.91,-29,1,The risk of incurring a loss that's double the amount of a typical gain could be a serious downside here,"Despite the potential for heavy losses, the chance to considerably increase your stake regularly makes this choice stand out over the other",27
9713,0.36,M713,2,1,2,19,0.26,-2,0,Opt for certainty with this choice,Boasting the largest potential payout,33
9714,0.69,M714,1,0.27,0,36,0.7,-70,1,"Lower risk, lower thrill, but a pleasing average payout characterizes this cautious option","With this choice, one stands to make a substantial gain quite frequently, though facing a notable loss if luck doesn’t hold",35
9715,0.74,M715,2,1,2,6,0.32,-1,0,Lock in on this safe bet,Brace for volatility while pursuing the highest potential payoff this option can offer,31
9716,0.13,M716,1,0.61,-1,7,0.47,0,0,Step into risk’s territory with this option,Engage in a winning-only option,23
9717,0.85,M717,2,0.62,0,44,0.08,-3,-1,Opt for this bet,This bet's higher likelihood of loss gives pause,41
9718,0.46,M718,0,0.45,-2,4,0.95,-87,1,A sober choice for those avoiding surprises,"While it often yields rewards, there's a slim chance of a substantial dip",26
9719,0.67,M719,1,1,1,2,0.75,-2,0,Opt for this winning formula that ensures gains,This option can lead to the jackpot,30
972,0.1,M72,-2,1,-2,41,0.51,-51,-1,Playing this option usually results in losing,"Major gains are on the table with this option, though it treads a fine line with the prospect of hefty losses",29
9720,0.94,M720,2,1,2,3,0.98,-46,0,"Enjoy the frequent but modest advances, knowing that, on rare occasions, a windfall may significantly outpace the usual gains",This option carries a greater risk of loss compared to its counterpart,18
9721,0.86,M721,2,1,2,41,0.6,-52,0,"Compared to a option that risks a loss, this choice is definitively better for a steady, reliable increment, ensuring progress every time","A path lined with the potential for resounding success, yet pitted with a frequency of stumbling blocks",22
9722,0.74,M722,-1,1,-1,-1,0.95,-5,-1,"A wager of steadfast outcomes, it's either a match or a modest victory",This option remains humbly in the shadow of its competitor,39
9723,0.17,M723,3,0.2,-3,2,0.54,-2,1,This lofty yet risky option can dip lower in payoff than its competitor,"This one offers more frequent but smaller wins, making it a more consistent yet less daring choice",29
9724,0.83,M724,0,1,0,-1,0.87,-18,-1,Opt for this option and outmatch the other option reliably,"For risk-averse individuals, this option is not the better one due to its probability of resulting in a loss",30
9725,0.63,M725,-1,1,-1,81,0.08,-8,0,"This option closes the door on any potential for gain, locking in a small loss",The option's high probability of a negative result is a serious drawback,41
9726,0.73,M726,1,0.51,-2,32,0.08,-1,1,A option with a silver lining,"The big win is rare in this high-stakes option, where minor triumphs are overshadowed by possible losses",26
9727,0.7,M727,3,0.18,-1,2,0.96,-97,1,"Versus the other option, the losses here are minimal and more manageable, providing a sense of stability","Embrace caution, for the rare event of a large downturn has the potential to undermine the otherwise steady accumulation of wins",33
9728,0,M728,-3,1,-3,80,0.23,-25,0,"For a sure thing in losses, this option's your go-to",The option's promise of a large win,23
9729,0.86,M729,1,1,1,3,0.92,-40,0,"A stronghold of regular benefits, this selection stands out with a significant chance to surpass its rival on rare occasions","If fluctuating fortunes excite you, this option brings the possibility of grand wins and equally grand losses",28
973,0.68,M73,0,0.79,-1,39,0.02,-2,0,This option offers more stable outcomes and generally outdoes the other,"The draw of this option is the rare opportunity for a noteworthy win, though it comes with a more frequent probability of a not insignificant loss",38
9730,0.32,M730,0,1,0,3,0.77,-12,-1,This zero-payoff option is the choice for risk-averse spirits,Risk takers might be drawn to the highs this option can achieve,34
9731,0.14,M731,0,0.31,-2,88,0.39,-60,-1,Expect no upsides and brace for more frequent downfalls,"A option with potential for significant gain, its balance tilted slightly more towards positive results amid its inherent risks",21
9732,0.39,M732,-1,1,-1,71,0.52,-81,-1,"Despite a higher average gain, this option mainly deals out losses, often more frequently than the alternative",This option might lead to the highest delight or the deepest regret,38
9733,0.35,M733,-2,0.78,-3,63,0.37,-40,1,"With this option, one cannot avoid incurring a loss, and there's no chance for the windfall that other choices might offer",This unpredictable option may lead to significant losses or wins,26
9734,0.61,M734,-1,0.66,-2,30,0.13,-6,1,"This option presents a modest risk, leading to a small loss more frequently, but also includes a chance of a slightly larger loss",The excitement of the highest win is tempered by frequent losses,31
9735,0.79,M735,1,1,1,51,0.07,0,0,"This guarantees an increase without the risk of unpredictability, contrasting with the high-risk nature of its alternative",This option provides,24
9736,0.81,M736,-2,1,-2,-3,0.97,-59,0,Bank on this option for unwavering success,"This option carries the threat of a significant loss, however unlikely, which could be a major deterrent",26
9737,0.88,M737,3,1,3,8,0.7,-9,0,Here's a option that's all reward,A game of calculated risks,34
9738,0.96,M738,3,1,3,61,0.08,-2,0,"Choosing this option means you will always experience a gain, with no chance of loss","While the allure of a jackpot looms, the familiar outcome often leads to small but more probable setbacks",25
9739,0.08,M739,0,0.56,-2,25,0.59,-38,0,"This option often results in no change, but there's a risk of a small setback if you're unlucky",This option shines brighter on average,24
974,0.73,M74,-3,1,-3,37,0.68,-86,1,Choose certainty and avoid the risk of a significant loss,"Choose this option for primarily positive play, but be ready for the rare dip into dramatic losses",30
9740,0.65,M740,1,0.5,-2,15,0.14,-2,0,"Seize the opportunity for a modest boost that comes with this option, ideal for those who appreciate a straightforward betting scenario",Chase the thrill of a high reward,31
9741,0.5,M741,-2,1,-2,17,0.7,-46,1,"This is a safe bet with a known minor loss, completely eliminating the possibility of a surprise outcome","A roller coaster option, potentially thrilling with substantial wins",24
9742,0.73,M742,-2,1,-2,27,0.3,-19,0,"This option always dips into the red, but it tends to do so with a touch of grace, often mitigating losses better than its peer","This option carries a substantial risk of loss, one that dwarfs the surefire minor setback its alternative promises",26
9743,0.3,M743,3,1,3,7,0.31,3,1,This option remains humbly,This high-variance option is never outperformed and always rewards,40
9744,0.92,M744,2,0.24,1,6,0.46,-2,-1,A positive result is a sure thing with this optio,You may end up with less often,38
9745,0.07,M745,-2,0.61,-3,2,0.07,-3,0,"Engaging in this option means accepting a guaranteed loss, forgoing any opportunity for positive returns",It may lead to the highest heights,30
9746,0.82,M746,1,1,1,16,0.12,-3,0,This choice delivers a small but certain increase every time without variation,"A risky proposition, weighted with potential losses, yet with the allure of an extraordinary windfall",28
